,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
GNLY.1,1.50E-232,-3.545163686,0.038,0.219,3.01E-229,1,GNLY
KLRD1.1,0,-3.602893472,0.035,0.381,0,1,KLRD1
CTSW.1,0,-3.621049138,0.061,0.548,0,1,CTSW
GZMH.1,5.58E-284,-3.654158582,0.026,0.231,1.12E-280,1,GZMH
NKG7.1,0,-3.660042821,0.1,0.632,0,1,NKG7
LINC02446.1,0,-3.672383051,0.033,0.288,0,1,LINC02446
MGLL,6.14E-95,-3.682675273,0.008,0.083,1.23E-91,1,MGLL
HOPX.1,0,-3.855109461,0.064,0.527,0,1,HOPX
XCL1.1,3.56E-293,-3.971789027,0.015,0.22,7.13E-290,1,XCL1
AC068775.1.1,2.02E-127,-4.010227683,0.005,0.101,4.04E-124,1,AC068775.1
TRGV9.1,6.04E-125,-4.014190167,0.009,0.107,1.21E-121,1,TRGV9
TRGV8,2.28E-90,-4.102237617,0.008,0.081,4.56E-87,1,TRGV8
CD160.1,3.25E-297,-4.223049635,0.013,0.218,6.50E-294,1,CD160
KLRC3.1,5.44E-243,-4.247624111,0.007,0.178,1.09E-239,1,KLRC3
TRGV4.1,3.40E-127,-4.518989516,0.011,0.111,6.80E-124,1,TRGV4
XCL2.1,0,-4.559737102,0.013,0.236,0,1,XCL2
KLRC2.1,1.22E-191,-4.597448843,0.006,0.144,2.45E-188,1,KLRC2
KIR2DL4.1,1.80E-188,-5.140671478,0.004,0.137,3.60E-185,1,KIR2DL4
EOMES.2,0,3.528691616,0.25,0.043,0,2,EOMES
GZMK.2,0,3.179413722,0.531,0.145,0,2,GZMK
XCL2.2,0,2.474833843,0.54,0.129,0,2,XCL2
CCL4.2,0,2.33786528,0.838,0.33,0,2,CCL4
DTHD1,4.89E-238,2.333001449,0.179,0.048,9.78E-235,2,DTHD1
XCL1.2,0,2.244889496,0.45,0.131,0,2,XCL1
TNFSF9.1,0,1.993177554,0.47,0.215,0,2,TNFSF9
CRTAM.2,0,1.962051745,0.334,0.105,0,2,CRTAM
PLEK.2,2.26E-190,1.926668445,0.252,0.105,4.53E-187,2,PLEK
FCRL3,8.42E-99,1.863804304,0.105,0.035,1.68E-95,2,FCRL3
IFNG.2,3.08E-219,1.830812956,0.453,0.253,6.15E-216,2,IFNG
CMC1.2,4.79E-131,1.733264194,0.381,0.254,9.58E-128,2,CMC1
CD8B2.2,2.58E-105,1.684631957,0.144,0.057,5.16E-102,2,CD8B2
CD8B.2,0,1.675239923,0.805,0.298,0,2,CD8B
CCL3.2,2.36E-105,1.672096657,0.228,0.114,4.72E-102,2,CCL3
CTSW.2,0,1.625461291,0.777,0.393,0,2,CTSW
ADRB2.1,1.56E-74,1.53968481,0.125,0.054,3.12E-71,2,ADRB2
KLRG1.2,5.72E-94,1.538285742,0.292,0.184,1.14E-90,2,KLRG1
KLRK1.2,3.25E-129,1.521309465,0.214,0.097,6.50E-126,2,KLRK1
YBX3.2,5.23E-61,1.520038221,0.142,0.073,1.05E-57,2,YBX3
GZMH.2,8.53E-267,1.503645776,0.372,0.158,1.71E-263,2,GZMH
FCRL6.2,1.33E-64,1.484131104,0.171,0.094,2.67E-61,2,FCRL6
NT5E.1,4.92E-89,1.467985911,0.119,0.045,9.83E-86,2,NT5E
CD8A.2,0,1.462147707,0.853,0.347,0,2,CD8A
SAMD3.2,1.55E-164,1.455482413,0.332,0.176,3.10E-161,2,SAMD3
PTGDR.2,8.38E-124,1.436292293,0.192,0.081,1.68E-120,2,PTGDR
TRGV2.2,9.43E-88,1.413069303,0.212,0.112,1.89E-84,2,TRGV2
SLAMF7.2,6.18E-219,1.405670454,0.371,0.182,1.24E-215,2,SLAMF7
KLRC4,8.40E-47,1.399366667,0.099,0.047,1.68E-43,2,KLRC4
TRBV27,4.42E-70,1.334275938,0.113,0.047,8.84E-67,2,TRBV27
KLRC1,1.15E-32,1.282861098,0.087,0.046,2.30E-29,2,KLRC1
OASL.2,2.76E-62,1.282224772,0.195,0.115,5.53E-59,2,OASL
ITM2C.2,2.99E-259,1.270892508,0.568,0.359,5.97E-256,2,ITM2C
PECAM1.2,6.79E-141,1.242426865,0.306,0.161,1.36E-137,2,PECAM1
CST7.2,0,1.20976092,0.916,0.667,0,2,CST7
IGHV1-3,2.09E-37,1.179915064,0.088,0.044,4.18E-34,2,IGHV1-3
TRGV8.1,1.53E-74,1.17500134,0.128,0.056,3.06E-71,2,TRGV8
TRAV19.1,1.59E-33,1.164003938,0.112,0.064,3.19E-30,2,TRAV19
CD160.2,6.14E-218,1.162643402,0.342,0.148,1.23E-214,2,CD160
AOAH.2,4.73E-274,1.160636122,0.518,0.277,9.46E-271,2,AOAH
TRGV7.2,3.60E-47,1.160136689,0.139,0.076,7.19E-44,2,TRGV7
NKG7.2,0,1.149137019,0.923,0.455,0,2,NKG7
CD81.2,3.76E-57,1.14858196,0.257,0.174,7.52E-54,2,CD81
F2R.2,1.19E-89,1.090127675,0.294,0.181,2.38E-86,2,F2R
CHN2.2,5.68E-35,1.002384179,0.134,0.08,1.14E-31,2,CHN2
SPINK2.2,2.05E-54,0.965248171,0.163,0.089,4.10E-51,2,SPINK2
KLRD1.2,1.71E-234,0.950601608,0.52,0.275,3.42E-231,2,KLRD1
CD244.2,6.28E-75,0.941773382,0.266,0.163,1.26E-71,2,CD244
CD101.2,9.14E-40,0.929604279,0.167,0.103,1.83E-36,2,CD101
TRGC2.2,5.37E-68,0.928064745,0.221,0.128,1.07E-64,2,TRGC2
PLA2G16.2,7.10E-59,0.924868127,0.295,0.205,1.42E-55,2,PLA2G16
SH2D1A.2,1.21E-64,0.907183948,0.436,0.354,2.42E-61,2,SH2D1A
LYST.1,2.89E-24,0.899809972,0.265,0.219,5.79E-21,2,LYST
APOBEC3G.2,4.13E-112,0.887375415,0.544,0.419,8.26E-109,2,APOBEC3G
IER5L,1.84E-12,0.83930105,0.08,0.055,3.69E-09,2,IER5L
FASLG.2,1.00E-78,0.832741641,0.388,0.266,2.01E-75,2,FASLG
TRAV13-2,1.65E-10,0.828335062,0.093,0.068,3.29E-07,2,TRAV13-2
TNIP3.2,1.68E-33,0.816562116,0.176,0.117,3.36E-30,2,TNIP3
MATK.2,1.17E-116,0.807574037,0.475,0.326,2.34E-113,2,MATK
CD248.2,9.23E-36,0.80506805,0.149,0.09,1.85E-32,2,CD248
LYAR.1,2.10E-90,0.796618842,0.439,0.315,4.21E-87,2,LYAR
SPRY1.2,2.79E-39,0.784547103,0.305,0.226,5.57E-36,2,SPRY1
HLA-DMB.1,1.48E-09,0.750221804,0.086,0.063,2.95E-06,2,HLA-DMB
TRGV3.2,2.73E-19,0.733700743,0.186,0.141,5.47E-16,2,TRGV3
CCL5.2,0,0.730048088,0.971,0.669,0,2,CCL5
EGR2.2,7.10E-20,0.717905216,0.166,0.121,1.42E-16,2,EGR2
GABARAPL1.2,3.66E-52,0.69506572,0.353,0.261,7.33E-49,2,GABARAPL1
AUTS2.1,3.56E-40,0.693633483,0.255,0.178,7.12E-37,2,AUTS2
MYBL1.2,8.80E-58,0.691879444,0.294,0.194,1.76E-54,2,MYBL1
CD9.2,1.06E-24,0.68535126,0.155,0.105,2.12E-21,2,CD9
HLA-DPB1.2,2.93E-177,0.680350279,0.509,0.303,5.86E-174,2,HLA-DPB1
DUSP6.1,7.78E-17,0.668550048,0.137,0.097,1.56E-13,2,DUSP6
KIF21A.1,4.67E-14,0.668465196,0.174,0.139,9.34E-11,2,KIF21A
CAPG.2,8.52E-45,0.66241194,0.41,0.327,1.70E-41,2,CAPG
NR4A3.2,4.13E-55,0.662181948,0.406,0.311,8.25E-52,2,NR4A3
DUSP2.1,5.17E-85,0.661666344,0.789,0.735,1.03E-81,2,DUSP2
PIK3AP1.2,0.000352411,0.643117769,0.09,0.077,0.704822283,2,PIK3AP1
TUBB2A.2,1.54E-09,0.640212801,0.116,0.09,3.07E-06,2,TUBB2A
NUCB2.2,1.30E-57,0.633468063,0.51,0.425,2.61E-54,2,NUCB2
AC022706.1.2,3.80E-09,0.622063714,0.154,0.129,7.61E-06,2,AC022706.1
NMUR1.2,7.03E-11,0.607258371,0.099,0.072,1.41E-07,2,NMUR1
ANXA2.2,9.77E-97,0.599276981,0.579,0.446,1.95E-93,2,ANXA2
HLA-DMA.2,9.97E-31,0.598532425,0.264,0.202,1.99E-27,2,HLA-DMA
HLA-DPA1.2,1.98E-243,0.590974508,0.601,0.343,3.97E-240,2,HLA-DPA1
CD84.2,4.80E-24,0.585231783,0.245,0.19,9.61E-21,2,CD84
GLUL,8.91E-15,0.581618966,0.091,0.061,1.78E-11,2,GLUL
CXCR3.2,6.13E-116,0.579928373,0.597,0.436,1.23E-112,2,CXCR3
TRGV10.2,1.55E-19,0.571548537,0.199,0.149,3.10E-16,2,TRGV10
NELL2.2,3.13E-10,0.568364259,0.133,0.104,6.26E-07,2,NELL2
GCNT1.2,2.53E-06,0.567484888,0.097,0.079,0.005055802,2,GCNT1
FBXO32.2,4.58E-07,0.563854349,0.137,0.115,0.000915892,2,FBXO32
CCR5.2,6.38E-10,0.559348445,0.191,0.163,1.28E-06,2,CCR5
CHI3L2.1,9.39E-06,0.552619429,0.171,0.153,0.018780659,2,CHI3L2
TNFSF14.2,3.18E-19,0.54631771,0.259,0.21,6.36E-16,2,TNFSF14
NR4A2.2,5.66E-119,0.54310464,0.883,0.829,1.13E-115,2,NR4A2
TRG-AS1.2,1.23E-15,0.539783749,0.284,0.245,2.47E-12,2,TRG-AS1
GADD45B.2,7.59E-39,0.532823965,0.574,0.521,1.52E-35,2,GADD45B
CD300A.2,3.70E-13,0.526660124,0.191,0.154,7.40E-10,2,CD300A
BAZ2B.1,9.52E-09,0.526188791,0.11,0.085,1.90E-05,2,BAZ2B
GPR68.2,1.69E-09,0.521058894,0.185,0.157,3.38E-06,2,GPR68
ARHGAP18.2,4.71E-07,0.512335778,0.208,0.188,0.000941584,2,ARHGAP18
MZF1-AS1.2,4.29E-11,0.507152613,0.122,0.092,8.58E-08,2,MZF1-AS1
PLP2.2,2.02E-59,0.503236506,0.559,0.47,4.04E-56,2,PLP2
PAM.2,7.52E-06,0.502809877,0.12,0.101,0.015037622,2,PAM
SPON2.2,8.52E-08,0.496121462,0.177,0.152,0.000170332,2,SPON2
CXCR4.2,2.97E-130,0.48603265,0.849,0.699,5.95E-127,2,CXCR4
HOPX.2,3.64E-83,0.474986785,0.557,0.413,7.27E-80,2,HOPX
SMIM14.1,1.44E-09,0.474601777,0.092,0.067,2.88E-06,2,SMIM14
VAV3.2,1.39E-06,0.473188556,0.086,0.067,0.0027755,2,VAV3
DZIP3.1,5.78E-11,0.44900323,0.192,0.159,1.16E-07,2,DZIP3
TBX21.1,5.58E-08,0.44628072,0.257,0.237,0.000111585,2,TBX21
SLF1.2,5.16E-10,0.44505629,0.251,0.222,1.03E-06,2,SLF1
ITGB2.2,4.61E-19,0.443378438,0.611,0.617,9.21E-16,2,ITGB2
MT1F.2,3.68E-05,0.432364446,0.211,0.197,0.073557303,2,MT1F
TNF.2,4.31E-63,0.431457234,0.366,0.257,8.61E-60,2,TNF
AHNAK.2,6.47E-81,0.423874514,0.658,0.522,1.29E-77,2,AHNAK
AC090152.1.2,0.007475137,0.413848861,0.133,0.123,1,2,AC090152.1
LITAF.2,1.07E-35,0.411503387,0.55,0.479,2.15E-32,2,LITAF
TRGV9.2,1.66E-08,0.410898633,0.108,0.084,3.32E-05,2,TRGV9
GPR15.1,3.40E-22,0.40466359,0.313,0.251,6.80E-19,2,GPR15
YES1.2,2.29E-06,0.398477369,0.2,0.179,0.004587743,2,YES1
PLXDC1.2,1.12E-07,0.397959603,0.105,0.082,0.000223508,2,PLXDC1
CISH.2,1.37E-24,0.396994863,0.276,0.211,2.74E-21,2,CISH
TAGAP.1,8.61E-58,0.392960753,0.847,0.807,1.72E-54,2,TAGAP
ICAM1.1,0.001102945,0.390352801,0.122,0.109,1,2,ICAM1
ADGRE5.2,8.49E-50,0.389944816,0.66,0.598,1.70E-46,2,ADGRE5
AC093010.2.1,8.21E-05,0.388766605,0.121,0.103,0.164264091,2,AC093010.2
TRAV17,2.21E-06,0.386585233,0.08,0.061,0.004426711,2,TRAV17
ZEB2.2,0.004274009,0.386311003,0.17,0.161,1,2,ZEB2
HSPB11.2,3.57E-11,0.384668609,0.357,0.334,7.14E-08,2,HSPB11
PLEC.2,5.10E-07,0.374666181,0.218,0.194,0.001019914,2,PLEC
C12orf75.2,8.21E-28,0.366573509,0.382,0.304,1.64E-24,2,C12orf75
TUBA4A,1.67E-15,0.354432591,0.557,0.54,3.33E-12,2,TUBA4A
PIK3R1.2,4.11E-21,0.350396202,0.533,0.495,8.21E-18,2,PIK3R1
RASGEF1B.2,3.08E-07,0.349878702,0.264,0.238,0.000615019,2,RASGEF1B
S100A10.2,5.53E-93,0.346696141,0.879,0.806,1.11E-89,2,S100A10
TOX.2,9.86E-10,0.343982172,0.237,0.204,1.97E-06,2,TOX
FAM53C.1,0.001656366,0.342134751,0.23,0.22,1,2,FAM53C
PRF1.2,3.26E-127,0.33763119,0.661,0.461,6.52E-124,2,PRF1
ATP8A1.2,1.04E-07,0.337505641,0.274,0.252,0.000207477,2,ATP8A1
HERC5,0.005012164,0.331051421,0.086,0.075,1,2,HERC5
IGFBP3.2,6.47E-05,0.330046006,0.113,0.094,0.129494679,2,IGFBP3
MAP3K8.2,5.51E-26,0.324251289,0.487,0.423,1.10E-22,2,MAP3K8
TXNIP.2,8.31E-82,0.324067923,0.82,0.722,1.66E-78,2,TXNIP
HLA-DQA1.2,5.73E-27,0.322902804,0.159,0.106,1.15E-23,2,HLA-DQA1
ITGAE.2,4.55E-28,0.322262695,0.488,0.421,9.10E-25,2,ITGAE
CKLF.2,1.81E-39,0.320003392,0.751,0.719,3.63E-36,2,CKLF
RUNX3.2,1.64E-24,0.314420823,0.512,0.455,3.28E-21,2,RUNX3
TUBA1A.2,1.87E-26,0.31314384,0.675,0.66,3.74E-23,2,TUBA1A
MYLIP.2,3.64E-05,0.312574729,0.265,0.249,0.072872658,2,MYLIP
GNPTAB.2,5.11E-12,0.311315679,0.264,0.224,1.02E-08,2,GNPTAB
LINC00861.2,0.002577692,0.309798925,0.311,0.308,1,2,LINC00861
FAM3C.2,1.52E-09,0.309322635,0.212,0.18,3.05E-06,2,FAM3C
DAPK2.2,0.002298654,0.307635266,0.158,0.145,1,2,DAPK2
SERTAD1.2,6.97E-06,0.297681307,0.341,0.329,0.013937624,2,SERTAD1
LIPA.2,1.68E-05,0.295234761,0.198,0.178,0.033665011,2,LIPA
ABI3.2,5.40E-34,0.29474219,0.594,0.523,1.08E-30,2,ABI3
MYADM.2,8.57E-31,0.291319859,0.623,0.567,1.71E-27,2,MYADM
S100A6.2,1.99E-68,0.289762523,0.919,0.866,3.99E-65,2,S100A6
HLA-DQB1.2,4.96E-16,0.288526846,0.246,0.202,9.91E-13,2,HLA-DQB1
CD63.1,1.27E-34,0.274829022,0.557,0.486,2.55E-31,2,CD63
LGALS1.2,4.18E-15,0.27352406,0.453,0.404,8.36E-12,2,LGALS1
PTPN6.2,2.86E-23,0.272992226,0.621,0.59,5.72E-20,2,PTPN6
VIM.2,5.87E-86,0.271658767,0.967,0.912,1.17E-82,2,VIM
RHOB.2,0.001818032,0.262901188,0.184,0.169,1,2,RHOB
IFNGR1.2,1.68E-06,0.259712314,0.285,0.262,0.003360681,2,IFNGR1
LIME1.2,1.27E-11,0.258021391,0.489,0.459,2.54E-08,2,LIME1
COL18A1.1,0.00050065,0.257790359,0.096,0.081,1,2,COL18A1
SYTL3.1,3.18E-19,0.256871724,0.571,0.529,6.36E-16,2,SYTL3
HSPA1B.2,1.00E-05,0.253706304,0.45,0.428,0.020011728,2,HSPA1B
FLNA.1,1.24E-13,0.253605393,0.493,0.464,2.47E-10,2,FLNA
JAML.2,2.02E-11,0.251965302,0.429,0.4,4.04E-08,2,JAML
KMT2E-AS1.2,0.000689838,0.250880819,0.252,0.239,1,2,KMT2E-AS1
RAB27A.2,3.18E-11,0.244989913,0.437,0.408,6.37E-08,2,RAB27A
ISYNA1.2,0.007058362,0.243685381,0.13,0.118,1,2,ISYNA1
DBN1.2,0.006962179,0.243654609,0.1,0.089,1,2,DBN1
HLA-DRB1.2,4.49E-125,0.241105568,0.497,0.306,8.99E-122,2,HLA-DRB1
ABCB1.1,0.000514968,0.233468529,0.206,0.19,1,2,ABCB1
CTSC.2,2.27E-30,0.232190085,0.726,0.665,4.55E-27,2,CTSC
BCAS4.2,0.008631403,0.231667683,0.244,0.237,1,2,BCAS4
C20orf204.2,0.006716435,0.22992965,0.116,0.104,1,2,C20orf204
MT2A.1,1.44E-09,0.228231988,0.497,0.467,2.88E-06,2,MT2A
IER2.2,1.18E-31,0.219440076,0.743,0.71,2.35E-28,2,IER2
IKZF3.2,2.23E-17,0.21626209,0.508,0.462,4.45E-14,2,IKZF3
FAS.2,0.008931271,0.216022583,0.282,0.279,1,2,FAS
ZFP36.2,3.75E-46,0.207555628,0.951,0.924,7.50E-43,2,ZFP36
AC020916.1.2,1.35E-11,0.205873377,0.508,0.482,2.70E-08,2,AC020916.1
HSPA1A.2,0.002779091,0.200531566,0.464,0.463,1,2,HSPA1A
BCL2A1.2,0.002325987,0.198110758,0.323,0.316,1,2,BCL2A1
DNAJB1.1,1.08E-12,0.197236563,0.846,0.849,2.16E-09,2,DNAJB1
GZMA.2,0,0.196596836,0.786,0.408,0,2,GZMA
GSTP1.2,1.75E-29,0.194726887,0.681,0.61,3.50E-26,2,GSTP1
CITED2.2,1.12E-09,0.194469057,0.65,0.65,2.24E-06,2,CITED2
CLEC2B.2,3.47E-21,0.193589302,0.747,0.684,6.93E-18,2,CLEC2B
CALM2.2,8.48E-32,0.183372646,0.859,0.843,1.70E-28,2,CALM2
SCML4.2,5.76E-10,0.183342197,0.648,0.644,1.15E-06,2,SCML4
LSR.1,3.62E-05,0.178615606,0.18,0.156,0.072341034,2,LSR
KLF6.2,8.25E-33,0.17106284,0.941,0.902,1.65E-29,2,KLF6
LCP1.2,1.15E-23,0.160313311,0.874,0.845,2.30E-20,2,LCP1
ZFP36L2.2,6.88E-26,0.157960698,0.975,0.97,1.38E-22,2,ZFP36L2
RHOC.1,8.37E-10,0.152125459,0.398,0.357,1.67E-06,2,RHOC
HERPUD1.1,0.004150767,0.14132663,0.486,0.496,1,2,HERPUD1
TUBB4B.2,2.61E-09,0.139350229,0.499,0.476,5.22E-06,2,TUBB4B
NFKBID.1,0.00198007,0.136383122,0.269,0.256,1,2,NFKBID
LMNB2.2,0.003005646,0.13461727,0.093,0.111,1,2,LMNB2
TRBC2.2,2.70E-12,0.13389387,0.832,0.828,5.40E-09,2,TRBC2
PTGER2.2,2.87E-05,0.129045873,0.377,0.351,0.05749876,2,PTGER2
ALOX5AP.2,2.48E-21,0.128036428,0.712,0.677,4.97E-18,2,ALOX5AP
CALR.1,1.93E-11,0.127701406,0.775,0.768,3.86E-08,2,CALR
MT-ND6.1,8.22E-18,0.127420793,0.83,0.828,1.64E-14,2,MT-ND6
TIGIT.2,7.47E-48,0.12714689,0.525,0.389,1.49E-44,2,TIGIT
PTGER4.2,0.005309483,0.125459473,0.701,0.741,1,2,PTGER4
SH3BGRL3.2,5.22E-39,0.123112404,0.992,0.973,1.04E-35,2,SH3BGRL3
FOSB.2,4.14E-42,0.118791405,0.79,0.706,8.28E-39,2,FOSB
CD74.1,1.09E-35,0.115315939,0.926,0.891,2.18E-32,2,CD74
HSPA5.2,1.65E-08,0.10991678,0.67,0.661,3.30E-05,2,HSPA5
CD69.2,7.33E-30,0.106348002,0.969,0.952,1.47E-26,2,CD69
MT-CO1.1,1.89E-59,0.103489218,1,0.999,3.78E-56,2,MT-CO1
SH3BP5.2,0.000807189,0.100209662,0.126,0.152,1,2,SH3BP5
RASA3.2,0.004480849,0.09308312,0.162,0.189,1,2,RASA3
NCL,2.90E-11,0.091965017,0.828,0.821,5.79E-08,2,NCL
ITM2A.2,1.11E-05,0.086014593,0.698,0.694,0.022103816,2,ITM2A
FOS.2,2.99E-25,0.08594693,0.904,0.886,5.98E-22,2,FOS
CXCR6.2,0.000438123,0.083886167,0.446,0.421,0.876245716,2,CXCR6
FAM110A.2,0.006189718,0.08166187,0.181,0.209,1,2,FAM110A
HLA-DRB5.2,6.75E-08,0.081013641,0.166,0.141,0.000134923,2,HLA-DRB5
SIVA1.2,0.00062745,-0.082237034,0.447,0.496,1,2,SIVA1
RRP12,0.000117773,-0.082421228,0.07,0.089,0.23554616,2,RRP12
YBX1.2,0.000831943,-0.082427587,0.908,0.911,1,2,YBX1
AL139246.5,0.004926204,-0.082846617,0.103,0.121,1,2,AL139246.5
NCAPH2.1,4.47E-07,-0.083913622,0.081,0.109,0.000893913,2,NCAPH2
RFC4.2,1.22E-05,-0.084389285,0.105,0.132,0.024410281,2,RFC4
LINC01934.2,3.53E-06,-0.084470735,0.169,0.206,0.007052022,2,LINC01934
PXN.2,7.39E-08,-0.085301097,0.124,0.162,0.000147842,2,PXN
CD55.1,7.17E-05,-0.085700935,0.369,0.416,0.143396213,2,CD55
PFKFB3.2,3.74E-06,-0.085814227,0.216,0.255,0.007471465,2,PFKFB3
EIF4A3.1,1.00E-04,-0.086390646,0.313,0.361,0.199993899,2,EIF4A3
COX6A1.1,3.79E-06,-0.087406054,0.841,0.865,0.007587097,2,COX6A1
TRAC.2,6.46E-08,-0.091189673,0.599,0.661,0.000129253,2,TRAC
ETV3.2,0.005007277,-0.091722219,0.123,0.141,1,2,ETV3
DDX21,1.38E-05,-0.092571812,0.343,0.397,0.027593737,2,DDX21
AC004687.1.1,7.63E-08,-0.093536659,0.189,0.236,0.000152651,2,AC004687.1
BCL2L12.2,1.53E-08,-0.093584203,0.092,0.127,3.06E-05,2,BCL2L12
POMP.2,1.49E-05,-0.095607672,0.552,0.593,0.029789667,2,POMP
PDIA4.1,1.09E-05,-0.09582672,0.291,0.341,0.021876643,2,PDIA4
LSM3.2,2.54E-07,-0.09682007,0.347,0.409,0.000508239,2,LSM3
SLA.2,2.36E-06,-0.097375912,0.441,0.495,0.00472774,2,SLA
RANGAP1.1,9.14E-08,-0.098353334,0.112,0.147,0.000182855,2,RANGAP1
DNAJC9.2,2.56E-05,-0.099360052,0.18,0.213,0.051156193,2,DNAJC9
P2RY8.1,1.11E-06,-0.101137548,0.148,0.184,0.002225744,2,P2RY8
ARHGDIB.2,8.18E-13,-0.101876198,0.994,0.985,1.64E-09,2,ARHGDIB
PSMD1.1,9.45E-09,-0.103513078,0.201,0.253,1.89E-05,2,PSMD1
LAG3.2,5.59E-54,-0.103874664,0.546,0.398,1.12E-50,2,LAG3
SRM.1,6.04E-05,-0.10389014,0.319,0.368,0.120703147,2,SRM
SYAP1.1,2.43E-07,-0.104297491,0.24,0.294,0.000485171,2,SYAP1
APOBEC3H.2,5.77E-07,-0.107045868,0.088,0.116,0.001154703,2,APOBEC3H
GPR171.2,0.000292978,-0.107920339,0.315,0.356,0.585956121,2,GPR171
SMC3.2,1.06E-06,-0.108235654,0.297,0.353,0.002112354,2,SMC3
SRGN.2,0.002893332,-0.108515664,0.981,0.973,1,2,SRGN
LBH.2,5.43E-05,-0.110533465,0.63,0.682,0.108662392,2,LBH
RPS2.2,3.68E-26,-0.110851511,0.999,0.995,7.35E-23,2,RPS2
CENPX.2,5.23E-08,-0.111380997,0.271,0.33,0.000104576,2,CENPX
SERPINB9.2,0.000150816,-0.112853195,0.274,0.314,0.301632701,2,SERPINB9
BRI3BP.1,4.27E-07,-0.113724567,0.071,0.096,0.000853311,2,BRI3BP
PLD3.1,0.000128023,-0.114092531,0.246,0.287,0.256046073,2,PLD3
RNASEH2A.2,1.90E-07,-0.114649312,0.091,0.121,0.000380558,2,RNASEH2A
TFDP1.2,3.74E-09,-0.114892807,0.183,0.234,7.47E-06,2,TFDP1
CHD4.2,1.04E-06,-0.116691556,0.229,0.278,0.00208407,2,CHD4
MYL6.2,9.72E-16,-0.116727985,0.981,0.975,1.94E-12,2,MYL6
MARCKSL1.1,2.29E-07,-0.117328804,0.188,0.232,0.000457251,2,MARCKSL1
CHCHD2.2,4.47E-10,-0.118908925,0.913,0.91,8.95E-07,2,CHCHD2
CKS2.2,1.07E-05,-0.119563683,0.228,0.268,0.021346167,2,CKS2
MID1IP1.2,0.000264526,-0.120076162,0.157,0.184,0.529052501,2,MID1IP1
DYNLL1.2,5.86E-08,-0.123693685,0.642,0.686,0.000117207,2,DYNLL1
SIAH2.2,1.98E-08,-0.123850327,0.311,0.375,3.96E-05,2,SIAH2
ASB2.2,0.0021199,-0.124131727,0.306,0.338,1,2,ASB2
SNRPA.2,3.40E-10,-0.124607593,0.31,0.378,6.80E-07,2,SNRPA
ARPC2.2,3.43E-07,-0.124831288,0.946,0.937,0.000686345,2,ARPC2
ISG20.2,3.55E-07,-0.124859506,0.653,0.696,0.000709019,2,ISG20
PTMA.2,5.27E-26,-0.126131688,0.999,0.996,1.05E-22,2,PTMA
LINC00402.2,0.000338039,-0.12639318,0.107,0.128,0.67607729,2,LINC00402
PSMC3.2,1.02E-09,-0.129385574,0.289,0.354,2.04E-06,2,PSMC3
HPRT1.1,2.41E-08,-0.129868227,0.273,0.331,4.82E-05,2,HPRT1
NEDD9.2,0.000559151,-0.131190114,0.281,0.317,1,2,NEDD9
SNRPE.2,1.90E-08,-0.131455017,0.322,0.384,3.79E-05,2,SNRPE
PRDM1.2,3.90E-08,-0.131524416,0.301,0.355,7.80E-05,2,PRDM1
NOP16.1,5.59E-07,-0.132082327,0.104,0.135,0.001117231,2,NOP16
HSPB1.2,3.63E-05,-0.13233779,0.463,0.512,0.072525224,2,HSPB1
SET.2,6.10E-09,-0.13383146,0.525,0.587,1.22E-05,2,SET
SNRPG.1,2.65E-08,-0.134144172,0.594,0.647,5.31E-05,2,SNRPG
FDPS.1,9.09E-10,-0.134364002,0.278,0.341,1.82E-06,2,FDPS
SEC11C.1,4.71E-07,-0.136692476,0.358,0.419,0.000941137,2,SEC11C
FH.2,1.57E-07,-0.137288023,0.101,0.133,0.000313596,2,FH
ENO1.1,0.000307158,-0.137445909,0.745,0.774,0.614315093,2,ENO1
PTPN7.2,4.16E-07,-0.138445902,0.483,0.548,0.000831177,2,PTPN7
DNMT1.1,2.00E-06,-0.139006699,0.32,0.371,0.00400631,2,DNMT1
LSM4.2,8.41E-08,-0.140205821,0.352,0.409,0.000168261,2,LSM4
TPI1.2,3.43E-05,-0.140661663,0.816,0.829,0.068564682,2,TPI1
TFDP2.1,3.23E-09,-0.140987709,0.093,0.128,6.46E-06,2,TFDP2
PTPN11.2,9.94E-09,-0.141712704,0.172,0.218,1.99E-05,2,PTPN11
WDR1.2,8.70E-09,-0.142402413,0.647,0.688,1.74E-05,2,WDR1
C1QBP.1,1.68E-08,-0.14325008,0.432,0.501,3.36E-05,2,C1QBP
HIST2H2AC.1,7.23E-07,-0.143961825,0.082,0.109,0.001445699,2,HIST2H2AC
CD320.1,1.05E-06,-0.144391312,0.22,0.266,0.002105598,2,CD320
PHPT1.1,1.16E-12,-0.145908551,0.311,0.389,2.32E-09,2,PHPT1
RAN.2,5.84E-06,-0.146345664,0.813,0.831,0.01167506,2,RAN
BCAS2.1,9.30E-06,-0.147615882,0.425,0.492,0.018599969,2,BCAS2
HADH.2,2.90E-10,-0.148673381,0.116,0.158,5.80E-07,2,HADH
PRDX1.2,3.34E-09,-0.148691197,0.573,0.642,6.67E-06,2,PRDX1
LDLRAD4.2,7.72E-05,-0.148951182,0.295,0.335,0.15449185,2,LDLRAD4
ARPC5.2,9.00E-12,-0.152424574,0.663,0.715,1.80E-08,2,ARPC5
